Star ,RA,Dec,Vmag,Bmag,Umag
 3692,   9.761,  -2.503,18.464,19.060,19.123
 3693,  -0.081,   7.522,16.587,17.338,17.354
 3696,  -6.567,  14.117,17.866,18.490,18.486
 3708,   1.733,   5.597,16.798,17.501,17.531
 3718,  -1.512,   8.885,17.276,18.003,18.075
 3723,   2.005,   5.297,18.598,19.126,19.035
 3724,  -2.776,  10.164,18.277,18.937,18.968
 3726,   2.381,   4.907,18.070,18.771,18.722
 3728,  -0.696,   8.041,18.868,19.442,19.317
 3729,  -0.079,   7.406,18.571,19.073,18.959
 3731,   6.757,   0.424,18.394,19.012,18.949
 3747,  -7.893,  15.292,18.749,19.334,19.269
 3748,  13.169,  -6.183,15.308,16.204,16.453
 3750,  -2.633,   9.917,18.826,19.375,19.205
 3755,   1.243,   5.962,17.719,18.412,18.458
 3758,   4.778,   2.350,17.467,18.197,18.229
 3763,  -6.216,  13.519,18.676,19.241,19.162
 3765,   3.827,   3.284,17.337,18.058,18.084
 3771,   0.230,   6.924,18.660,19.159,19.096
 3774,   6.366,   0.668,18.893,19.443,19.283
 3775,   0.343,   6.800,18.420,18.873,18.829
 3778,  -4.463,  11.680,18.810,19.305,19.250
 3780,   5.026,   2.004,17.664,18.389,18.285
 3783,  10.692,  -3.781,14.623,15.593,16.028
 3784,  12.432,  -5.568,17.410,18.145,18.250
 3789,  -3.044,  10.187,18.379,19.001,18.909
 3798,   2.523,   4.483,17.660,18.375,18.379
 3801,  -7.218,  14.400,16.485,17.263,17.348
 3807,   0.502,   6.520,18.944,19.344,19.320
 3809,  -0.885,   7.929,14.838,15.656,15.940
 3825,  10.258,  -3.479,18.951,19.573,19.512
 3826,   5.247,   1.625,18.958,19.502,19.420
 3831,   1.515,   5.411,18.595,19.165,19.106
 3841,   4.519,   2.328,18.944,19.530,19.384
 3849,  -9.187,  16.263,17.268,18.008,18.057
 3863,  -0.282,   7.162,17.744,18.446,18.434
 3866,   0.391,   6.467,18.963,19.574,19.455
 3891,   5.346,   1.342,14.072,14.981,15.643
 3892,   2.153,   4.585,18.365,19.027,18.822
 3896,   6.082,   0.558,18.866,19.328,19.217
 3898,   2.509,   4.192,18.176,18.799,18.869
 3900,   0.512,   6.224,18.644,19.184,19.138
 3911,   2.318,   4.356,15.354,16.208,16.467
 3915,  12.336,  -5.861,18.780,19.334,19.189
 3921,   9.756,  -3.260,14.506,15.455,15.919
 3924,  -6.207,  12.991,18.819,19.167,19.261
 3933,   6.753,  -0.240,18.946,19.417,19.386
 3938,   2.856,   3.716,17.169,17.848,17.875
 3943,   2.060,   4.511,18.720,19.040,18.953
 3950,  10.947,  -4.565,18.324,19.003,19.036
 3951,   8.366,  -1.936,17.215,17.945,18.006
 3962,  -2.175,   8.751,15.994,16.166,16.504
 3963,  13.001,  -6.715,18.937,19.487,19.385
 3972,   5.075,   1.324,18.474,19.105,18.986
 3976,   2.735,   3.686,18.519,19.092,18.994
 3982,   0.319,   6.145,15.388,16.224,16.502
 3987,   7.679,  -1.374,15.519,16.355,16.628
 3994,   5.563,   0.766,18.170,18.823,18.716
 4003,   1.089,   5.313,15.954,16.110,16.490
 4027,   2.704,   3.553,16.794,17.501,17.589
 4031,  12.207,  -6.140,18.312,19.055,18.994
 4049,  -6.850,  13.200,18.987,19.458,19.419
 4050,   1.565,   4.625,15.912,16.107,16.474
 4052,   2.186,   3.991,18.812,19.272,19.219
 4057,  -0.344,   6.556,18.498,19.180,19.065
 4064,  10.516,  -4.523,18.735,19.232,19.187
 4065,   8.468,  -2.438,16.052,16.176,16.546
 4066,  -8.770,  15.122,18.948,19.481,19.387
 4068,   0.129,   6.045,18.851,19.329,19.268
 4080,   0.789,   5.310,18.998,19.423,19.307
 4082,   3.837,   2.187,18.317,19.005,18.763
 4086,   2.074,   3.964,18.640,19.198,19.077
 4089,  10.711,  -4.841,17.920,18.682,18.625
 4093,   2.157,   3.862,18.625,19.277,19.099
 4099,  13.066,  -7.257,18.933,19.446,19.391
 4100,   2.886,   3.111,18.954,19.420,19.393
 4107,   4.821,   1.101,18.993,19.424,19.340
 4112,  -3.690,   9.757,18.920,19.410,19.326
 4113,   4.019,   1.902,13.369,14.437,15.207
 4118,   2.947,   2.966,18.365,18.942,18.908
 4122,   3.223,   2.669,18.980,19.541,19.322
 4124,   0.194,   5.745,17.304,17.312,16.895
 4144,   2.529,   3.293,15.970,16.114,16.491
 4153,  -0.142,   5.997,18.395,18.944,18.854
 4154,  -5.326,  11.277,18.959,19.502,19.386
 4162,   4.808,   0.921,18.887,19.297,19.273
 4163,   1.653,   4.135,18.869,19.420,19.293
 4166,   6.334,  -0.652,15.788,16.271,16.451
 4170,  -0.522,   6.327,17.747,18.440,18.428
 4176,   9.783,  -4.189,13.624,14.692,15.436
 4185,   1.480,   4.245,18.447,19.067,18.974
 4187,  -8.846,  14.756,18.929,19.404,19.331
 4190,  10.773,  -5.239,17.210,17.973,18.027
 4191,   9.475,  -3.920,17.467,18.161,18.202
 4193,   5.189,   0.445,18.854,19.299,19.224
 4195,   6.869,  -1.280,18.731,19.296,19.225
 4211,  -4.151,   9.888,18.927,19.410,19.310
 4215,   7.063,  -1.552,16.787,17.517,17.592
 4224,   4.465,   1.048,18.592,19.134,19.097
 4226,   5.419,   0.074,15.733,16.536,16.775
 4248,   5.885,  -0.467,17.484,17.732,17.892
 4254,  -9.167,  14.863,18.996,19.391,19.341
 4256,   3.860,   1.582,15.623,15.935,16.233
 4268,   1.298,   4.163,18.817,19.456,19.239
 4269,   3.289,   2.133,18.979,19.423,19.127
 4270,   4.107,   1.298,18.815,19.346,19.255
 4277,  -0.176,   5.632,18.224,18.830,18.755
 4278,   3.038,   2.352,18.968,19.419,19.356
 4279,  -0.297,   5.749,18.636,19.241,19.092
 4280,   4.226,   1.138,17.853,18.535,18.528
 4282,  -7.474,  13.060,18.401,18.977,18.955
 4286,  10.115,  -4.866,16.299,17.106,17.257
 4291,   0.443,   4.972,18.777,19.311,19.220
 4292,  -7.263,  12.824,18.821,19.124,19.194
 4295,   8.420,  -3.169,15.205,16.083,16.368
 4299,   6.606,  -1.329,18.473,19.115,19.050
 4311,  -1.213,   6.578,18.990,19.519,19.428
 4319,   0.176,   5.114,17.304,18.044,18.058
 4324,   5.626,  -0.466,18.527,19.018,18.826
 4328,  -0.238,   5.496,16.983,17.663,17.702
 4341,  -4.556,   9.866,15.098,15.871,16.088
 4346,  -3.896,   9.187,18.959,19.890,19.813
 4353,  -4.215,   9.487,18.768,19.273,19.177
 4362,  -0.653,   5.831,18.736,19.237,19.096
 4378,   5.666,  -0.641,18.486,19.050,19.002
 4380,   8.959,  -3.998,18.527,19.144,19.105
 4383,   1.670,   3.398,18.803,19.356,19.220
 4397,  -2.146,   7.249,18.464,19.117,19.055
 4399,   1.142,   3.893,18.519,19.117,19.052
 4400, -10.344,  15.595,18.587,19.162,19.078
 4402,   0.049,   4.998,18.550,19.127,19.000
 4403,   7.780,  -2.882,17.980,18.655,18.613
 4410,  -1.184,   6.231,18.700,19.207,19.020
 4411,  -8.831,  14.024,16.087,16.864,17.067
 4419,  -1.692,   6.730,18.208,19.135,18.864
 4421,  11.321,  -6.535,15.892,16.450,16.629
 4422,   8.395,  -3.566,18.695,19.290,19.115
 4434,   1.670,   3.238,18.799,19.348,19.130
 4435,   0.893,   4.030,18.874,19.334,19.313
 4436,  10.914,  -6.179,18.114,18.749,18.797
 4440,  -0.057,   4.979,18.452,18.970,18.855
 4442,  -0.388,   5.311,17.916,18.618,18.560
 4453,  11.098,  -6.441,17.234,17.990,18.075
 4454,  -8.203,  13.223,16.496,17.242,17.345
 4455,   8.330,  -3.625,18.921,19.539,19.483
 4456,  -5.152,  10.111,14.809,15.711,16.073
 4462,   4.296,   0.471,18.960,19.564,19.465
 4477,  -4.230,   9.089,17.520,18.219,18.251
 4478,   2.273,   2.455,18.859,19.254,19.341
 4486,   0.988,   3.737,18.930,19.403,19.098
 4490,   4.005,   0.657,18.140,18.806,18.763
 4491,   1.953,   2.748,18.720,19.276,19.148
 4495,   6.164,  -1.564,18.852,19.426,19.285
 4501,   4.697,  -0.089,18.067,18.643,18.541
 4505,  -1.066,   5.778,17.994,17.974,17.497
 4524,   3.013,   1.547,17.434,17.737,17.860
 4525,   1.376,   3.215,17.935,18.658,18.663
 4534,   1.191,   3.379,18.584,19.169,18.991
 4538,   2.867,   1.662,18.575,19.210,19.150
 4551,  -3.001,   7.603,16.349,17.108,17.234
 4553,   1.858,   2.645,18.644,19.202,19.098
 4563,   4.833,  -0.424,17.489,18.191,18.213
 4565,   5.435,  -1.039,18.479,19.088,18.955
 4572,   2.162,   2.271,18.590,19.215,19.144
 4573,   2.714,   1.707,18.069,18.678,18.683
 4574,  -2.062,   6.570,18.237,18.750,18.666
 4575,  10.069,  -5.786,17.181,17.946,18.007
 4577,  -0.795,   5.278,17.515,18.192,18.180
 4580,   8.952,  -4.658,18.844,19.355,19.350
 4593,   6.232,  -1.929,16.791,17.481,17.545
 4597,  -6.911,  11.444,17.919,18.617,18.634
 4607,  -2.595,   7.007,15.568,16.134,16.235
 4613,   3.628,   0.657,18.796,19.330,19.293
 4615,  10.834,  -6.682,18.400,19.048,19.001
 4626,   2.666,   1.596,16.818,17.510,17.573
 4628,   1.281,   3.003,18.497,19.035,18.969
 4637,  -3.112,   7.433,18.729,19.241,19.158
 4641,   2.474,   1.731,16.444,17.180,17.225
 4645,   4.044,   0.111,18.652,19.186,19.104
 4653,  -6.190,  10.517,18.994,19.507,19.426
 4658,  -2.486,   6.723,15.422,16.276,16.501
 4672,  -1.486,   5.659,18.806,19.392,19.291
 4679,  -2.597,   6.765,18.898,19.605,19.416
 4683,  -2.056,   6.201,16.192,16.942,17.044
 4684,   3.136,   0.909,18.363,18.818,18.715
 4686,  -4.195,   8.377,17.454,18.119,18.183
 4690,  -0.074,   4.150,17.281,18.003,18.033
 4692,  -6.032,  10.223,18.564,19.244,19.085
 4699,   3.648,   0.337,18.405,18.970,18.911
 4701,   5.059,  -1.102,17.790,18.472,18.443
 4704,  -5.758,   9.915,18.640,19.220,19.076
 4705,   1.510,   2.505,17.585,18.247,18.128
 4709,  -0.250,   4.280,17.864,18.533,18.500
 4711,   0.723,   3.288,15.920,16.061,16.448
 4720,  11.614,  -7.842,16.062,16.203,16.584
 4728,   1.763,   2.165,18.963,19.436,19.359
 4734,   3.362,   0.510,16.960,17.701,17.764
 4746,   5.795,  -2.010,17.576,18.247,18.319
 4751,  -3.302,   7.242,18.849,19.409,19.082
 4756,  11.504,  -7.856,13.524,14.754,15.546
 4758,   6.423,  -2.687,18.182,18.833,18.771
 4764,  -1.755,   5.628,18.867,19.386,19.288
 4766,   8.160,  -4.477,18.603,19.206,19.104
 4768,   0.948,   2.857,17.661,18.362,18.328
 4770,   2.513,   1.259,18.733,19.246,19.092
 4771,  -8.014,  11.989,18.906,19.412,19.528
 4772,   2.890,   0.871,18.997,19.468,19.400
 4773,  -8.790,  12.779,18.576,19.205,19.168
 4775,  -0.776,   4.598,15.913,16.095,16.409
 4778,   0.395,   3.390,18.270,18.867,18.698
 4782,  -4.911,   8.792,18.343,18.955,18.834
 4793,   3.416,   0.265,18.894,19.310,19.146
 4798,  11.775,  -8.252,18.999,19.569,19.579
 4800,   5.419,  -1.794,18.739,19.346,19.300
 4801,   1.029,   2.675,18.915,19.474,19.417
 4803,   0.643,   3.068,18.716,19.203,19.108
 4804,   0.084,   3.625,17.214,17.906,17.991
 4808,  -3.524,   7.291,18.998,19.545,19.451
 4809,   3.051,   0.588,17.765,18.420,18.451
 4811,   3.249,   0.384,17.474,18.310,18.353
 4820,   1.313,   2.327,18.388,18.862,18.683
 4824,  -2.397,   6.098,18.910,19.450,19.440
 4827,   1.534,   2.075,15.120,15.303,15.741
 4839,   1.699,   1.858,18.320,18.893,18.849
 4840,   2.539,   1.002,18.961,19.474,19.383
 4841,  -0.156,   3.744,18.818,19.386,19.318
 4843,  10.391,  -6.995,13.886,14.952,15.656
 4847,  -3.229,   6.869,16.161,16.877,17.001
 4853,  -0.662,   4.238,17.355,18.058,18.108
 4856,   2.116,   1.405,17.813,18.503,18.522
 4861,   4.770,  -1.332,18.316,18.853,18.708
 4862,   3.589,  -0.131,15.437,15.933,16.174
 4865,  -1.744,   5.301,18.760,19.237,19.275
 4869,  -2.613,   6.173,15.913,16.402,16.583
 4870,   1.266,   2.217,17.451,18.148,18.169
 4871,  -2.871,   6.434,17.680,18.405,18.395
 4872,   7.776,  -4.414,17.158,17.894,17.977
 4873,   8.505,  -5.158,18.234,18.905,18.874
 4875,   7.544,  -4.194,17.771,18.579,18.561
 4876,  -0.310,   3.802,18.685,19.316,19.168
 4891,   0.767,   2.650,17.540,18.225,18.245
 4894, -10.185,  13.810,15.993,16.388,16.623
 4896,   0.566,   2.837,18.601,19.169,19.007
 4897,  -1.062,   4.492,15.526,15.753,16.102
 4898,   5.346,  -2.038,18.856,19.743,19.739
 4905,  -4.183,   7.645,17.618,18.261,18.270
 4907,   9.937,  -6.743,18.632,19.271,19.279
 4908,   0.952,   2.397,18.540,19.123,18.929
 4910,  -1.415,   4.801,18.534,19.041,18.874
 4915,   8.590,  -5.401,15.959,16.229,16.531
 4916,  -0.142,   3.489,18.352,18.936,18.776
 4947,   2.445,   0.779,16.518,16.600,16.566
 4951,   2.866,   0.344,15.263,15.945,16.123
 4961,   0.527,   2.691,18.855,19.379,19.314
 4964,   4.374,  -1.245,18.990,19.565,19.521
 4965,   5.812,  -2.712,16.228,16.978,17.115
 4968,   3.215,  -0.076,16.906,17.613,17.679
 4974,  -0.443,   3.634,18.833,19.328,19.234
 4975,   5.151,  -2.075,16.707,17.447,17.570
 4980,   2.929,   0.181,18.572,19.037,18.923
 4985,  -2.055,   5.237,18.106,18.782,18.755
 4999,  -0.177,   3.231,18.543,19.281,19.113
 5002,   1.183,   1.836,15.058,15.832,16.044
 5003,   1.485,   1.526,16.635,17.358,17.414
 5012,  -3.588,   6.681,17.259,17.968,18.005
 5024,   0.401,   2.558,18.816,19.382,19.197
 5027,  -1.221,   4.202,18.775,19.365,19.179
 5029,   1.209,   1.723,17.136,17.842,17.907
 5031,   0.917,   2.017,17.870,18.668,18.523
 5033,  -0.121,   3.060,18.676,19.116,19.063
 5034,   3.700,  -0.834,18.904,19.356,19.142
 5037,   9.151,  -6.398,18.548,19.192,19.119
 5039,   1.670,   1.201,18.892,19.426,19.230
 5045,   5.094,  -2.300,18.665,19.178,19.078
 5046,   5.215,  -2.426,18.970,19.432,19.414
 5048,  -0.314,   3.194,18.783,19.289,19.138
 5050,   4.126,  -1.335,16.696,17.439,17.535
 5053,  -0.105,   2.967,17.794,18.421,18.424
 5054,  -8.287,  11.311,18.797,19.325,19.214
 5062,   3.602,  -0.851,18.898,19.622,19.415
 5069,  -9.671,  12.676,14.769,15.681,16.087
 5080,  -1.926,   4.732,18.712,19.168,19.031
 5089,   7.647,  -5.051,14.190,15.125,15.631
 5090,   1.744,   0.956,16.435,17.161,17.207
 5104,  -0.083,   2.781,17.582,18.184,18.103
 5111,   0.509,   2.151,18.592,19.075,18.947
 5112,   3.911,  -1.315,15.943,16.118,16.482
 5115,   8.790,  -6.287,18.893,19.356,19.294
 5116,   1.963,   0.659,18.291,18.844,18.809
 5122,   0.021,   2.610,17.811,18.484,18.566
 5127,  -0.191,   2.812,17.123,17.806,17.899
 5131,   0.942,   1.636,18.661,19.228,19.228
 5132,   2.525,   0.021,16.419,17.166,17.273
 5133,  -4.392,   7.068,18.556,19.155,19.046
 5143,  -3.494,   6.114,17.878,18.588,18.565
 5146,   5.075,  -2.627,17.176,17.869,17.860
 5149,  -2.181,   4.759,17.655,17.639,17.162
 5153,  -2.939,   5.522,18.534,19.016,18.907
 5158,  -2.536,   5.087,18.180,18.592,18.524
 5160,   6.285,  -3.903,17.740,18.436,18.456
 5162,   4.544,  -2.135,18.190,18.903,18.892
 5163,   3.712,  -1.292,18.563,19.213,19.061
 5166,   6.829,  -4.471,13.605,14.523,15.347
 5167,   1.455,   0.995,18.664,19.183,19.135
 5173,   3.835,  -1.445,16.348,17.093,17.181
 5174,  -2.312,   4.818,18.805,19.313,19.185
 5175,   3.498,  -1.104,18.731,19.219,19.149
 5180,   1.343,   1.077,18.975,19.407,19.321
 5188,  -6.441,   8.985,18.329,18.956,18.960
 5189,   2.177,   0.190,18.421,19.120,19.068
 5190,   0.265,   2.136,18.671,19.125,19.040
 5194,   3.370,  -1.029,17.816,18.486,18.473
 5197,   3.117,  -0.785,18.509,18.953,18.864
 5199,  -4.557,   7.030,18.835,19.422,19.353
 5200, -10.726,  13.327,18.903,19.419,19.327
 5211,   2.995,  -0.717,18.997,19.598,19.518
 5219, -10.918,  13.436,18.305,18.925,18.917
 5222,   0.307,   1.975,17.807,18.488,18.465
 5231,   0.225,   2.011,18.672,19.194,19.229
 5241,  -8.015,  10.377,14.326,15.302,15.824
 5243,   0.333,   1.858,18.553,19.095,19.007
 5245,  -2.593,   4.836,18.978,19.567,19.393
 5249,  -9.279,  11.630,18.599,19.133,19.057
 5253, -10.939,  13.307,17.484,17.507,17.078
 5257,   1.026,   1.084,18.699,19.217,19.087
 5259,  -1.189,   3.333,18.592,19.178,19.100
 5261,  -5.446,   7.669,15.967,16.137,16.471
 5263,   0.743,   1.352,17.067,17.810,17.785
 5264,   6.371,  -4.383,18.853,19.517,19.296
 5269,   3.246,  -1.206,18.529,19.177,19.051
 5270,   2.546,  -0.495,18.441,19.030,18.820
 5275,   5.034,  -3.039,17.476,18.193,18.277
 5277,   4.325,  -2.324,15.985,16.113,16.478
 5290,   4.621,  -2.660,18.889,19.424,19.269
 5292,   8.869,  -6.985,18.617,19.281,19.189
 5293, -10.333,  12.582,16.191,16.955,17.068
 5301,   0.890,   1.117,16.631,17.375,17.474
 5304,   0.463,   1.541,17.562,18.230,18.195
 5307,   3.365,  -1.436,18.071,18.822,18.709
 5314,   1.369,   0.573,18.175,18.694,18.614
 5323,  -1.362,   3.339,15.864,16.096,16.440
 5327,  -8.666,  10.782,15.957,16.077,16.450
 5329,   0.904,   1.017,18.466,18.967,18.828
 5336,   1.726,   0.146,18.650,19.179,18.867
 5342,   2.021,  -0.176,18.881,19.483,19.269
 5350,   7.037,  -5.294,18.065,18.781,18.781
 5360,   4.481,  -2.718,18.906,19.520,19.412
 5361,   4.743,  -2.990,18.829,19.352,19.415
 5363,   3.201,  -1.422,18.798,19.361,19.312
 5364,   0.719,   1.106,15.909,16.401,16.569
 5370,   1.244,   0.551,18.122,18.703,18.587
 5371,   1.060,   0.736,15.978,16.111,16.395
 5375,   5.114,  -3.403,18.704,19.286,19.143
 5379,   2.296,  -0.558,18.487,19.065,18.800
 5380,   0.081,   1.698,17.514,18.205,18.227
 5381,  -7.361,   9.280,17.764,18.503,18.508
 5386,   1.356,   0.377,18.492,19.076,18.965
 5388,  -0.891,   2.657,18.474,19.033,19.062
 5389,   2.602,  -0.911,15.618,16.418,16.604
 5390, -10.595,  12.550,18.119,18.790,18.754
 5394,   5.699,  -4.081,16.756,17.544,17.589
 5395,   2.758,  -1.088,16.610,17.377,17.469
 5396,   4.868,  -3.238,18.920,19.424,19.271
 5397,   0.864,   0.837,18.696,19.395,18.834
 5404,  -3.642,   5.415,17.547,18.288,18.244
 5407,   5.463,  -3.872,14.000,14.997,15.586
 5416,  -2.175,   3.868,18.972,19.517,19.333
 5417,  -6.180,   7.954,17.668,18.404,18.326
 5422,   1.495,   0.109,17.596,18.218,18.204
 5424,   0.454,   1.168,18.548,19.104,19.033
 5426,   1.094,   0.502,18.596,19.129,19.032
 5431,   1.312,   0.253,18.419,18.961,18.821
 5433,  -0.620,   2.216,18.567,19.111,18.804
 5434,   2.744,  -1.212,17.563,18.249,18.254
 5435,  -0.366,   1.955,16.079,16.223,15.530
 5444,  -1.218,   2.792,18.583,19.132,18.989
 5448,  -8.633,  10.352,18.936,19.425,19.363
 5451,  -2.749,   4.342,18.728,19.322,19.294
 5454,   1.183,   0.328,17.807,18.378,18.326
 5456,  -1.563,   3.119,17.741,18.377,18.378
 5459,   1.969,  -0.486,18.646,19.004,18.937
 5462,   8.841,  -7.482,18.960,19.498,19.399
 5463,  -0.177,   1.694,18.271,18.813,18.885
 5467,   2.904,  -1.456,18.177,18.699,18.647
 5469,   1.733,  -0.268,13.696,14.617,15.405
 5473,  -0.031,   1.522,18.774,19.337,19.204
 5483,  -6.023,   7.598,18.890,19.387,19.253
 5484,   0.413,   1.033,18.936,19.429,19.279
 5486,   1.356,   0.071,18.407,18.958,18.746
 5492,  -1.263,   2.726,18.661,19.205,19.115
 5493,   2.243,  -0.850,18.498,18.892,18.746
 5495,   3.427,  -2.061,18.818,19.259,19.174
 5497,  -7.177,   8.747,16.110,16.871,17.034
 5500,  -2.271,   3.732,17.336,18.043,18.053
 5504,  -4.418,   5.907,18.793,19.364,19.209
 5505,  -7.022,   8.564,18.239,18.915,18.930
 5508,   6.001,  -4.714,17.617,18.264,18.194
 5515,  -0.208,   1.586,17.274,17.893,17.996
 5517,   0.614,   0.741,18.889,19.293,19.298
 5518,   5.299,  -4.034,15.272,16.018,16.191
 5519,   0.313,   1.040,18.781,19.297,19.531
 5529,   3.258,  -2.023,15.729,16.529,16.664
 5532,  -7.245,   8.684,18.525,19.077,19.032
 5533,   0.319,   0.966,18.512,18.832,18.611
 5535,   3.035,  -1.804,17.422,18.067,18.017
 5537,  -7.171,   8.600,18.946,19.439,19.460
 5548,  -0.851,   2.106,17.812,18.496,18.410
 5551,   3.592,  -2.426,17.578,18.307,18.367
 5553,   5.701,  -4.585,18.473,18.966,18.903
 5559,  -0.093,   1.305,18.299,18.820,18.618
 5560,   4.564,  -3.442,17.089,17.838,17.874
 5566,   3.632,  -2.515,18.891,19.427,19.264
 5568,   0.579,   0.590,16.011,16.107,16.454
 5569,  -3.081,   4.321,18.884,19.394,19.207
 5573, -10.755,  12.155,18.385,18.984,18.935
 5575,  -2.115,   3.317,18.922,19.359,19.271
 5579,   2.321,  -1.216,17.638,18.388,18.349
 5582,   7.830,  -6.832,18.035,18.684,18.670
 5587,  -4.991,   6.197,18.676,19.283,19.187
 5590,  -7.119,   8.361,18.516,19.030,18.945
 5592,   0.725,   0.359,17.810,18.486,18.384
 5593,   1.809,  -0.752,18.870,19.417,19.262
 5598,   7.273,  -6.325,17.555,18.267,18.288
 5599,  -7.698,   8.928,18.836,19.367,19.171
 5600,  -3.337,   4.468,18.812,19.323,19.258
 5601,   5.371,  -4.404,16.056,16.873,17.010
 5606, -10.019,  11.280,18.763,19.334,19.153
 5608,   4.739,  -3.778,14.909,15.791,16.149
 5609,   3.887,  -2.914,18.838,19.320,19.227
 5610,   1.604,  -0.591,16.403,17.126,17.192
 5611,  -5.645,   6.795,18.698,19.234,19.151
 5613,  -9.163,  10.382,17.424,18.158,18.154
 5615,   9.972,  -9.119,15.649,16.501,16.724
 5616,  -8.945,  10.150,18.854,19.442,19.327
 5619,   2.079,  -1.108,16.310,17.053,17.131
 5622,   2.225,  -1.261,18.030,18.238,18.364
 5631,   3.668,  -2.749,18.847,19.217,19.203
 5642,  -0.820,   1.767,17.480,18.165,18.160
 5648,  -0.032,   0.958,18.063,18.616,18.479
 5649,   0.119,   0.803,18.358,18.782,18.781
 5652,   2.269,  -1.393,18.506,19.107,19.065
 5657,  -1.815,   2.751,18.078,18.301,18.533
 5662,   1.960,  -1.121,18.713,19.206,19.127
 5666,  -1.970,   2.869,17.551,18.243,18.296
 5672,  -3.101,   3.998,18.663,19.195,19.122
 5675,  -0.607,   1.453,18.567,19.204,19.255
 5676,  -0.801,   1.650,17.634,18.370,18.332
 5677,   1.750,  -0.953,18.763,19.267,19.037
 5678,   3.414,  -2.654,18.904,19.381,19.329
 5680, -11.129,  12.172,17.594,18.312,18.297
 5681,   7.551,  -6.873,15.590,16.406,16.594
 5683,   4.879,  -4.160,17.687,18.423,18.394
 5684,   2.947,  -2.194,18.487,19.135,18.881
 5687,  -5.628,   6.542,17.888,18.634,18.626
 5689,   5.824,  -5.134,18.554,19.160,19.092
 5692,  -3.804,   4.664,18.417,18.928,18.814
 5696,   2.426,  -1.696,18.692,19.293,19.087
 5702,   1.915,  -1.205,18.334,19.019,18.889
 5704,   0.741,  -0.013,18.517,19.187,19.006
 5709,  -3.991,   4.798,18.807,19.374,19.288
 5710,   6.024,  -5.406,18.628,19.205,19.118
 5711,   3.304,  -2.645,18.693,19.291,19.173
 5713,   0.563,   0.134,18.671,19.356,19.343
